,Unnamed: 0,tanggal,sentiment,topic,text
3834,3834,10/2/2021,netral,lain,baik min makasih banyak infonya
3835,3835,10/2/2021,netral,lain,aaa thanks beb
3836,3836,10/2/2021,netral,jadwalrute,tawang jaya nih sampai sekarang belum jalan
3837,3837,10/2/2021,netral,lain,betul
3838,3838,10/2/2021,netral,jadwalrute,joglosemarkerto gimana min kabarnya
3839,3839,10/2/2021,netral,jadwalrute,min mau tanya apa kereta api maharani tidak beroperasi
3840,3840,10/2/2021,netral,lain,min tolong cek dm ya
3841,3841,10/2/2021,netral,lain,terima kasih min
3842,3842,10/2/2021,netral,jadwalrute,halo min mau tanya kereta tegal express tidak beroperasi ya
3843,3843,10/2/2021,netral,lain,woohoo makasih ndarie
3844,3844,10/2/2021,netral,jadwalrute,alhamdulillah min terima kasih setelah ngomel ngomel di dm selama ini akhirnya kereta ini bisa jalan kembali dan orang tua bisa berobat semarang dengan lancar
3845,3845,10/2/2021,netral,ticketing,sudah tapi sudah teruptodate pertama membuka aplikasi masih ada tulisan ada perbaruan aplikasi di klik perbarui eh sudah terbaru kenapa sudah saya uninstall install lagi masih tetapi seperti itu
3846,3846,10/2/2021,netral,jadwalrute,selamat malam untuk informasi lengkap perihal jadwal perjalanan dan persyaratan kereta api lokal dan kereta api jarak jauh silakan follow dan mention dm terima kasih
3847,3847,10/2/2021,netral,fasilitas,yogyakarta surabaya saja pegel banget dapat kursi model gini
3848,3848,10/2/2021,netral,jadwalrute,selamat malam silakan dapat menggunakan krl rute depok jakarta kotaang kejatinegara transit di stasiun manggarai berpindah krl tujuan cikarang untuk perjalanan cikampek silakan dapat follow dan mentions dm terima kasih
3849,3849,10/2/2021,netral,aturan,aturan ini kapan berlakunya karrna adik saya berangkat dari stasiun cimahi jakarta tanggal september diharuskan antigen
3850,3850,10/2/2021,netral,jadwalrute,ambarawa masih belum jalan ya soalnya maharani sudah tutup permanen
3851,3851,10/2/2021,netral,lain,belum dilakuin aja
3852,3852,10/2/2021,netral,lain,aku aku sudah mau dibunuh orang kali gara gara tidak belikan moke
3853,3853,10/2/2021,netral,lain,belum bisa pulang kah moke yik
3854,3854,10/2/2021,netral,lain,iya kemarin di semarang sekarang di ntt
3855,3855,10/2/2021,netral,jadwalrute,luxury taksaka di malam minggu
3856,3856,10/2/2021,netral,lain,di semarang anaknya asik asik
3857,3857,10/2/2021,netral,jadwalrute,malioboro express plis
3858,3858,10/2/2021,netral,lain,wkwk ciyuk tidak ada pakai tinder banyaknya micet jualan badan
3859,3859,10/2/2021,netral,jadwalrute,info ka bandara kebumen min
3860,3860,10/2/2021,netral,lain,min tolong cek dm ya terima kasih
3861,3861,10/2/2021,netral,lain,hai min cek dm thank you
3862,3862,10/2/2021,netral,syarat,selamat malam min untuk perjalan kai putri deli dari tanjung balai medan apa masih menggunakan syarat pcr swab genose kah min
3863,3863,10/2/2021,netral,jadwalrute,kembalikan tegal express woi
3864,3864,10/2/2021,netral,lain,kenapa gitu
3865,3865,10/2/2021,netral,lain,bener pt kai tidak bertanggung untuk menyediakan palang kereta kayak gitu gitu jadi tanggung pemerintah bisa pemda atau ditjen ka
3866,3866,10/2/2021,netral,jadwalrute,ini jadwalnya malem bange trip tegal express ampun ampun
3867,3867,10/2/2021,netral,lain,kertosono
3868,3868,10/2/2021,netral,jadwalrute,ka tawangalun udah beroperasi kah dan syarat bisa melakukan perjalanan dengan ka ini apa ya terima kasih
3869,3869,10/2/2021,netral,lain,gas yogyakarta tidak sih
3870,3870,10/2/2021,netral,jadwalrute,joglosemarto berhenti di lempuyangan atau tugu yogyakarta tidak min
3871,3871,10/2/2021,netral,syarat,baik terima kasih infonya kalo jadwal keberangkatannya malam terus paginya baru test antigen bisa
3872,3872,10/2/2021,netral,lain, 
3873,3873,10/2/2021,netral,lain,semangat berkarya sahabat selamat memperingati batik nasional barakallah salam sehat irama danish
3874,3874,10/2/2021,netral,jadwalrute,resmi ka aglomerasi joglosemarkerto kamandaka dan kaligung beroperasi kembali mulai tanggal oktober 
3875,3875,10/2/2021,netral,lain,ya tapi dulu tau jam masih gelap wkwk
3876,3876,10/2/2021,netral,lain,aneh gimana ceritanya palang pintu kereta api jadi wewenang pemda dilewatkan atas aja keretanya biar tidak makan korban
3877,3877,10/2/2021,netral,lain,alhamdulillah
3878,3878,10/2/2021,netral,jadwalrute,emang pagi to nek dek solo jam 
3879,3879,10/2/2021,netral,lain,thankyou min
3880,3880,10/2/2021,netral,syarat,kereta serayu kapan tidak wajib membawa strp dan swab
3881,3881,10/2/2021,netral,lain,oke min terima kasih infonya
3882,3882,10/2/2021,netral,syarat,kalau mantan penyintas dan belum bisa vaksin dan sudah negatif bagaimana tetap bisa
3883,3883,10/2/2021,netral,lain,gas
3884,3884,10/2/2021,netral,lain,sudah saya dm min
3885,3885,10/2/2021,netral,syarat,malam kak saya mau nanya kalo saya naik joglosemarkerto dari kroya lempuyangan saya tidak harus bawa surat antigen
3886,3886,10/2/2021,netral,syarat,kalau naik joglosemarkerto tidak rapid kak
3887,3887,10/2/2021,netral,lain,sujud syukur min ya allah terima kasih
3888,3888,10/2/2021,netral,ticketing,maaf min sudah kehabisan tiket untuk bisnis dan eksekutif
3889,3889,10/2/2021,netral,jadwalrute,meluncurkan kereta api baru ka airlangga relasi pasar senen surabaya pasar turi pulangpergi pp pada jumat oktober di stasiun pasar senen
3890,3890,10/2/2021,netral,lain,wkwk gercep
3891,3891,10/2/2021,netral,experience,tapi rodok males bar subuh kudu siapsiap enak emang sore sekalian nonton sunset wkwk
3892,3892,10/2/2021,netral,jadwalrute,min kapan nusa tembini dijalankan mau naik wijayakusuma cilacap dari yogyakarta nya kemalaman
3893,3893,10/2/2021,netral,ticketing,malam min booking online dewasa bayi pas mau pilih kursi atau dilanjuntukan tidak bisa tarif infant tidak ditemukan gitu aplikasinya kenapa ya terima kasih min
3894,3894,10/2/2021,positif,lain,mantap min
3895,3895,10/2/2021,netral,jadwalrute,kedatangan ka dhoho penataran di stasiun malang relasi blitar surabaya kota terima kasih menemani perjalanan kota dari tiket merah tebal tiket digital
3896,3896,10/2/2021,netral,syarat,halo min untuk minggu besok swab antigen di stasiun gambir bukanya jam berapa ya terima kasih
3897,3897,10/2/2021,netral,lain,betul
3898,3898,10/2/2021,netral,lain,min boleh cek dm terima kasih
3899,3899,10/2/2021,netral,jadwalrute,alhamdulillah akhirnya beroperasi juga
3900,3900,10/2/2021,netral,jadwalrute,malam railmin boleh minta info jadwal ka bandara yia thank you
3901,3901,10/2/2021,netral,jadwalrute,min ka maharani apa masih operasi
3902,3902,10/2/2021,netral,lain,halo min tolong cek dm ya terima kasih
3903,3903,10/2/2021,netral,syarat,kalo untuk semarang surabaya harus pake swab tidak min
3904,3904,10/2/2021,positif,lain,makin bangga sama dan teruslah bertransformasi perusahaan dengan standar international sangat membanggakan
3905,3905,10/2/2021,netral,lain,gitu
3906,3906,10/2/2021,netral,lain,saya fokusnya sih sekarang bukan kesitu fokus tanggung ya bikin palang pintu atau jalan layang atau apapun supaya perlintasan kereta tidak lowong lagi
3907,3907,10/2/2021,netral,lain,belum rejekimu wkwk
3908,3908,10/2/2021,netral,lain,coba buat semua kereta min
3909,3909,10/2/2021,netral,lain,ya kalau mudik anak ditinggal ckck
3910,3910,10/2/2021,netral,syarat,min untuk kereta mataram bisa pakai antigen siang
3911,3911,10/2/2021,netral,syarat,min kalo mau naik kereta api jarak jauh tujuan yogyakarta apa harus rapid swab dulu atau vaksin aja cukup
3912,3912,10/2/2021,netral,experience,maaf mau tanya ada pernah naik kereta airlangga kalo ada rep ya makasih
3913,3913,10/2/2021,netral,lain,saking frustasinya sama mereka
3914,3914,10/2/2021,netral,syarat,semoga bayi menyusu langsung dari ibunya sudah vaksin bisa antibodi ibunya bisa nurun bayi lewat asi
3915,3915,10/2/2021,netral,syarat,kalau probowangi masih paki pcr antigen tidak min
3916,3916,10/2/2021,netral,lain,mengedukasi biar tidak ada kepeleset lagi min
3917,3917,10/2/2021,positif,lain, love you min
3918,3918,9/26/2021,netral,lain,jarak tak menjadi masalah ada sulit untuk sampai pada mimpi dituju
3919,3919,9/26/2021,netral,lain,setuju sekali
3920,3920,9/26/2021,netral,lain,my love
3921,3921,9/26/2021,netral,experience,suroboyo semarang keren mulai dateng terus antigen sampai perjalanan saya sangat bangga maju terus indonesia ku semoga pandemi segera berakhir bisa jalan jalan lagi
3922,3922,9/26/2021,netral,syarat,tiketnya keretanya harus di cetak gitu tidak bisa apa bentuk cuma di tunjukin lewat aplikasi kai access aja
3923,3923,9/26/2021,netral,jadwalrute,malem min mau nanya ka kalijaga untuk solo semarang masih ada terima kasih
3924,3924,9/26/2021,netral,lain,min saya ada dm mohon dibantu ya min thank you
3925,3925,9/26/2021,netral,jadwalrute,menhub commuters bogor mesti naik jalur layang di stasiun manggarai dan jangan salah peron
3926,3926,9/26/2021,netral,syarat,min aplikasi kai akses tidak bisa pesen tiket pengen healing naik kereta pp cimahi cicalengka harus ada anti gen tidak
3927,3927,9/26/2021,positif,experience,ini stasiun langganan jaman masih kerja dulu tiap weekend bogor pasti via stasiun tebet dulu mah boroboro rapi sekarang jadi keren gini
3928,3928,9/26/2021,netral,syarat,min stasiun pekalongan layanan rapid dari jam berapa sampai jam berapa
3929,3929,9/26/2021,netral,lain,cek dm min
3930,3930,9/26/2021,netral,syarat,kak kalau saya ada tiket kereta lokal apa bisa melakukan test antigen di stasiun terima kasih
3931,3931,9/26/2021,netral,jadwalrute,ka wijayakusuma berhenti ber operasi di oktober
3932,3932,9/26/2021,netral,syarat,setuju banget si padahal udah vaksin sampai tahap ya pake rapid tes segala mana hasilnya tidak dicek lagi kaya sudah tes tapi tidak di cek
3933,3933,9/26/2021,positif,experience,widihhh udah kereenn aja
3934,3934,9/26/2021,netral,jadwalrute,halo kai kalau dari cirebon mau kebogor pake kereta apa ya terima kasih
3935,3935,9/26/2021,netral,syarat,sudah pakai sertifikat vaksin masih pake antigen
3936,3936,9/26/2021,netral,pelayanan,selama kai berupaya memberikan pelayanan jasa transportasi kereta api terbaik cepat tanggap dalam situasi dan kondisi apapun bergerak maju mendukung bangsa indonesia lebih tangguh dan terus tumbuh melayani lebih cepat dan lebih baik hutkai medcomad
3937,3937,9/26/2021,netral,ticketing,halo untuk tarif khusus relasi tegal semarang masih ada ya
3938,3938,9/26/2021,netral,lain,tapi di kota ku belum ada huhu
3939,3939,9/26/2021,netral,experience,yaallah tebet berbulan tidak kesana sudah jadi aja astaga keren banget kangen
3940,3940,9/26/2021,netral,syarat,syarat tidak ribet
3941,3941,9/26/2021,netral,lain,thank you gan
3942,3942,9/26/2021,netral,syarat,tidak antigen untuk naik kereta api bandara ya kak
3943,3943,9/26/2021,netral,jadwalrute,jadwal kereta api bandara yia akan dibantu oleh ya kak terima kasih
3944,3944,9/26/2021,netral,jadwalrute,kalo ka malabar sudah beroperasi kembali
3945,3945,9/26/2021,netral,syarat,layanan swab stasiun lempuyangan buka jam berapa
3946,3946,9/26/2021,netral,ticketing,saya besok berencana naik kereta kahuripan yogyakarta madiun beli tiket go show pelayanan loket mulai jam berapa
3947,3947,9/26/2021,netral,syarat,apa bisa saya swab di stasiun sebelum berangkat kereta berangkat 
3948,3948,9/26/2021,netral,syarat,sudah kali rapid dengan harga baru biasanya harus bawa bawa surat vaksin pas boarding siap tunjukan surat vaksin eh tidak yah kecewa sudah bawa tidak tanya
3949,3949,9/26/2021,netral,lain,panas
3950,3950,9/26/2021,netral,lain,jangan apa kali min
3951,3951,9/26/2021,netral,syarat,halo min bagaimana persyaratan naik kereta api tawangalun atau probowangi untuk rute kalistail jember harus menyertakan surat rapid juga atau tidak
3952,3952,9/26/2021,netral,syarat,min untuk hasil antigen boleh softcopy pdf
3953,3953,9/26/2021,netral,lain,jakarta terus lainnya kapan
3954,3954,9/26/2021,netral,jadwalrute,selamat sore kai mau tanya kalau kereta bandung berangkat dari stasiun bekasi masih ada tidak ya coba cari tiketnya tidak ketemu
3955,3955,9/26/2021,netral,jadwalrute,halo min untuk ka argo wilis oktober belum dibuka kah
3956,3956,9/26/2021,netral,lain,hai min tolong respon dm saya ya
3957,3957,9/26/2021,netral,syarat,min syarat naik kereta api dari semarang jakarta apa aja bisa pakai antigen test nya jam berapa kalau di stasiun apa bisa pakai hasil test dari luar
3958,3958,9/26/2021,netral,syarat,dosis aja
3959,3959,9/26/2021,netral,ticketing,mohon info min saya sudah pesan dan mau saya bayar via sms banking bni dan saya masukan kode pembayaran tapi tidak bisa
3960,3960,9/26/2021,netral,syarat,untuk naik ka lokal apa harus antigen pcr juga kah terima kasih
3961,3961,9/26/2021,netral,lain,cek dm ya
3962,3962,9/26/2021,netral,syarat,halo min mau nanya untuk rapid antigen di stasiun ada jadwal operasionalnya atau selalu ada tiap jam terima kasih
3963,3963,9/26/2021,netral,jadwalrute,ada awal oktober beroperasi lagi tidak railmin
3964,3964,9/26/2021,netral,lain,kak baca dm ya terima kasih
3965,3965,9/26/2021,netral,syarat,min jadwal swab antigen stasiun cirebon buka jam berapa yah terima kasih
3966,3966,9/26/2021,netral,syarat,min tes antigen di stasiun ngrombo ada tidak ya terima kasih
3967,3967,9/26/2021,netral,lain,terima kasih sudah mendengarkan
3968,3968,9/26/2021,netral,syarat,min untuk rapid di stasiun purwokerto dari jam berapa sampai berapa ya
3969,3969,9/26/2021,netral,experience,enak tuh bakso gondariong pernah coba sekali hehe
3970,3970,9/26/2021,netral,syarat,selamat malam min untuk kereta lokal dari solokutoarjo melakukan perjalanan memerlukan surat tugas tidak ya terima kasih
3971,3971,9/26/2021,netral,jadwalrute,ka sumut belum jalan ya
3972,3972,9/26/2021,netral,syarat,halo min untuk antigen di stasiun klaten sampai jam berapa ya
3973,3973,9/26/2021,netral,experience,keren udah lama tidak sini pindah kantor hiks
3974,3974,9/26/2021,netral,ticketing,min sekarang kalau refund gimana ya
3975,3975,9/26/2021,netral,lain,halo min mohon dicek dmnya ya
3976,3976,9/26/2021,netral,syarat,sudah vaksin rapid lagi nambah biaya kenapa sudah di vaksin mesti rapid herman
3977,3977,9/26/2021,netral,syarat,syarat naik kereta kota harus vaksin dosis kalo dosis bagaimana min karna vaksin astra durasi dosis lumayan lama
3978,3978,9/26/2021,netral,syarat,hai kak mau nanya untuk naik kereta harus vaksin dosis 
3979,3979,9/26/2021,positif,lain,good improve go foward pt kai
3980,3980,9/26/2021,netral,syarat,min kalau bisa bukanya jam kalau pas tiketnya malam biar tidak bolak
3981,3981,9/26/2021,netral,lain,jangan ngarep event lokalan bro plat merah sudah bukan rahasia lagi penjuriannya
3982,3982,9/26/2021,netral,jadwalrute,halo min untuk pemesanan tiket kereta cikampek yogyakarta tanggal oktober kapan dibuka ya
3983,3983,9/26/2021,netral,lain,stasiun kebayoran kapan ya akses halte kebayoran lama dan velbak
3984,3984,9/26/2021,netral,pelayanan,percepatan waktu tempuh dan peningkatan layanan kereta api
3985,3985,9/26/2021,netral,lain,hires nya railmin
3986,3986,9/26/2021,positif,pelayanan,super sekali gaya pelayanannya pada pelayanan di mungkin ada ketertarikan direktur utama merekrut atau memberikan ticket gratis
3987,3987,9/26/2021,netral,lain,terima kasih atensinya min saya rencana dari gambir cirebon
3988,3988,9/26/2021,netral,syarat,rapid test antigen di stasiun jember buka mulai jam berapa dan sampai jam berapa ya min
3989,3989,9/26/2021,netral,syarat,apa kabar tes genose juga tidak kalah akurat lebih murah buatan anak bangsa lagi
3990,3990,9/26/2021,netral,lain,selama masih hidup bersama kaum pasti kumuh kembali maklum sudah menjadi rhs umum
3991,3991,9/26/2021,netral,syarat,min info penumpang blom vaksin bisa melakukan perjalanan dengan kereta penataran dhoho
3992,3992,9/26/2021,positif,pelayanan,selama kai berupaya memberikan pelayanan jasa transportasi kereta api terbaik cepat tanggap dalam situasi dan kondisi apapun bergerak maju mendukung bangsa indonesia lebih tangguh dan terus tumbuh melayani lebih cepat lebih baik hutkai
3993,3993,9/26/2021,netral,ticketing,mau tanya kereta joglosemarkerto udah bisa dipesan secara online apa belum soalnya saya lihat diaplikasi jadwal belum ada kalau sudah ada bagaimana pemesanannya
3994,3994,9/26/2021,netral,lain,nyicil belajar ini bel
3995,3995,9/26/2021,netral,syarat,min syarat naik kereta bandung dari jakarta apa aja ya
3996,3996,9/26/2021,netral,ticketing,mau tanya kereta joglosemarkerto udah bisa dipesan secara online apa belum soalnya saya lihat diaplikasi jadwal belum ada kalau sudah ada bagaimana pemesanannya
3997,3997,9/26/2021,netral,syarat,halo kalau naik ka prameks antigen
3998,3998,9/26/2021,netral,syarat,min untuk penumpang kereta api probowangi tujuan surabaya banyuwangi apa wajib melakukan rapid test antigen juga terima kasih
3999,3999,9/26/2021,netral,pelayanan,di stasiun tegal buka jam berapa
4000,4000,9/26/2021,netral,syarat,pandanwangi dah jalan lho mba mending pandanwangi aja tidak kena rapid cuman servak aja dan harga lebih murah kalo naik kereta malang dan yogyakarta itu ya kena harganya segitu antigen sudah tidak ka aglomerasi
4001,4001,9/26/2021,netral,syarat,kalau saya mau banyuwangi kota dari jember apa boleh antigen tempo saya mau antigen tidak di bolehin perjalanan kereta lokal saja kereta nya pandanwangi mohon infonya terima kasih
